time_sec,ecg
0.52,-139.5888
0.522,-138.7456
0.524,-137.424
0.526,-135.75047
0.528,-134.0853
0.53,-132.60559
0.532,-131.93515
0.534,-132.15997
0.536,-133.08466
0.538,-134.06094
0.54,-134.96904
0.542,-135.41792
0.544,-135.08594
0.546,-133.52042
0.548,-131.07681
0.55,-128.0802
0.552,-125.07957
0.554,-122.4819
0.556,-121.26728
0.558,-121.83429
0.56,-124.07893
0.562,-127.066444
0.564,-130.16243
0.566,-132.39491
0.568,-133.08466
0.57,-131.78432
0.572,-129.28323
0.574,-126.433105
0.576,-124.07893
0.578,-122.42552
0.58,-121.906815
0.582,-122.274445
0.584,-123.0783
0.586,-123.56524
0.588,-123.95305
0.59,-124.38803
0.592,-125.07957
0.594,-125.745995
0.596,-126.63799
0.598,-127.51651
0.6,-128.08148
0.602,-127.79551
0.604,-127.17351
0.606,-126.7272
0.608,-127.08084
0.61,-128.34093
0.612,-131.04419
0.614,-134.9948
0.616,-139.5888
0.618,-143.62
0.62,-146.75217
0.622,-148.69511
0.624,-149.59517
0.626,-149.58238
0.628,-149.78899
0.63,-150.98564
0.632,-153.59772
0.634,-157.16483
0.636,-161.5513
0.638,-166.08794
0.64,-170.10822
0.642,-172.80759
0.644,-174.57898
0.646,-175.94037
0.648,-177.61299
0.65,-179.85115
0.652,-183.43356
0.654,-188.45581
0.656,-194.62381
0.658,-200.98138
0.66,-207.28493
0.662,-213.0991
0.664,-218.13878
0.666,-221.88623
0.668,-224.7298
0.67,-226.89175
0.672,-228.64546
0.674,-229.88019
0.676,-231.22371
0.678,-232.94336
0.68,-235.1496
0.682,-237.38327
0.684,-239.81285
0.686,-242.27965
0.688,-244.65564
0.69,-246.51091
0.692,-248.28041
0.694,-250.14027
0.696,-252.16042
0.698,-253.82422
0.7,-255.26244
0.702,-256.25708
0.704,-256.66327
0.706,-256.10626
0.708,-255.22652
0.71,-254.45697
0.712,-254.16168
0.714,-254.0927
0.716,-254.59413
0.718,-255.52065
0.72,-256.66327
0.722,-257.45193
0.724,-258.262
0.726,-259.16943
0.728,-260.1655
0.73,-260.66144
0.732,-260.8
0.734,-260.34332
0.736,-259.16486
0.738,-256.9293
0.74,-254.48296
0.742,-252.40683
0.744,-251.15977
0.746,-250.42947
0.748,-250.49333
0.75,-250.91527
0.752,-251.15977
0.754,-250.39453
0.756,-249.10522
0.758,-247.67836
0.76,-246.6569
0.762,-246.04927
0.764,-246.61354
0.766,-248.29013
0.768,-250.65945
0.77,-252.64421
0.772,-254.20932
0.774,-255.06023
0.776,-255.16232
0.778,-254.2635
0.78,-253.29108
0.782,-252.67981
0.784,-252.66074
0.786,-252.7154
0.788,-253.13005
0.79,-253.5658
0.792,-253.66136
0.794,-252.72536
0.796,-251.33975
0.798,-249.83835
0.8,-248.65819
0.802,-247.7442
0.804,-247.95834
0.806,-249.4659
0.808,-252.16042
0.81,-255.22734
0.812,-258.7521
0.814,-262.24374
0.816,-265.1687
0.818,-266.57974
0.82,-266.7781
0.822,-265.853
0.824,-264.16806
0.826,-261.83887
0.828,-260.11795
0.83,-259.6436
0.832,-260.66583
0.834,-262.46637
0.836,-264.93835
0.838,-267.2682
0.84,-268.67093
0.842,-268.19983
0.844,-266.44818
0.846,-264.0002
0.848,-261.66647
0.85,-259.72128
0.852,-259.1826
0.854,-260.13107
0.856,-262.16678
0.858,-264.09848
0.86,-265.75555
0.862,-266.6701
0.864,-266.66965
0.866,-265.42276
0.868,-263.90283
0.87,-262.67596
0.872,-262.16678
0.874,-262.0539
0.876,-262.79724
0.878,-264.13885
0.88,-265.669
0.882,-266.50854
0.884,-266.9722
0.886,-267.11887
0.888,-267.16995
0.89,-266.94226
0.892,-267.24402
0.894,-268.20908
0.896,-269.67154
0.898,-270.72614
0.9,-271.47495
0.902,-271.63666
0.904,-271.17252
0.906,-269.87314
0.908,-268.78564
0.91,-268.45862
0.912,-269.17123
0.914,-270.33902
0.916,-272.0863
0.918,-273.8703
0.92,-275.17505
0.922,-275.25552
0.924,-274.75684
0.926,-274.08258
0.928,-273.6741
0.93,-273.3647
0.932,-273.74472
0.934,-274.63983
0.936,-275.67538
0.938,-276.02127
0.94,-276.03503
0.942,-275.83075
0.944,-275.67538
0.946,-275.3971
0.948,-275.68213
0.95,-276.42386
0.952,-277.17633
0.954,-276.85922
0.956,-275.57956
0.958,-273.3508
0.96,-270.67218
0.962,-267.94855
0.964,-266.72723
0.966,-267.6741
0.968,-270.67218
0.97,-274.26526
0.972,-277.50598
0.974,-278.9375
0.976,-277.67664
0.978,-273.3456
0.98,-267.66107
0.982,-262.3988
0.984,-259.16486
0.986,-258.27362
0.988,-260.0092
0.99,-263.18802
0.992,-266.1693
0.994,-267.0705
0.996,-265.8531
0.998,-262.88873
1.0,-259.16486
1.002,-255.3159
1.004,-252.683
1.006,-251.45099
1.008,-251.15977
1.01,-250.53876
1.012,-249.48466
1.014,-247.77722
1.016,-245.65628
1.018,-243.24854
1.02,-241.89069
1.022,-242.26309
1.024,-244.65564
1.026,-248.40697
1.028,-253.53726
1.03,-259.26486
1.032,-264.66837
1.034,-268.42474
1.036,-270.61148
1.038,-271.22467
1.04,-270.67218
1.042,-269.25302
1.044,-268.24042
1.046,-268.18387
1.048,-269.17123
1.05,-270.64362
1.052,-272.27304
1.054,-273.28128
1.056,-273.17377
1.058,-271.97787
1.06,-270.43588
1.062,-269.06168
1.064,-268.1706
1.066,-267.68912
1.068,-267.55884
1.07,-267.2032
1.072,-266.1693
1.074,-263.88574
1.076,-261.5967
1.078,-260.2916
1.08,-260.66583
1.082,-261.84103
1.084,-263.85516
1.086,-265.74457
1.088,-266.66965
1.09,-265.687
1.092,-263.9884
1.094,-262.66946
1.096,-262.66708
1.098,-263.7025
1.1,-265.90167
1.102,-268.4665
1.104,-270.67218
1.106,-271.72913
1.108,-272.27603
1.11,-272.25372
1.112,-270.67218
1.114,-264.85947
1.116,-252.46812
1.118,-231.02322
1.12,-199.627
1.122,-159.18774
1.124,-113.65359
1.126,-67.17569
1.128,-23.01464
1.13,17.880627
1.132,55.092957
1.134,88.83444
1.136,117.5748
1.138,137.23558
1.14,139.9917
1.142,117.89667
1.144,65.541695
1.146,-16.643204
1.148,-122.589386
1.15,-240.00128
1.152,-353.72504
1.154,-449.1238
1.156,-516.8825
1.158,-553.2562
1.16,-560.3565
1.162,-544.03973
1.164,-512.9948
1.166,-475.15103
1.168,-436.77786
1.17,-401.58228
1.172,-372.28622
1.174,-349.524
1.176,-332.71167
1.178,-320.02866
1.18,-310.27072
1.182,-301.85104
1.184,-293.68683
1.186,-285.0425
1.188,-276.92242
1.19,-270.22095
1.192,-265.669
1.194,-263.00903
1.196,-262.27414
1.198,-262.51443
1.2,-262.66708
1.202,-261.61505
1.204,-259.63858
1.206,-257.12912
1.208,-254.662
1.21,-252.41904
1.212,-250.7867
1.214,-249.75835
1.216,-249.15851
1.218,-248.59488
1.22,-247.99022
1.222,-247.47386
1.224,-247.15723
1.226,-246.74712
1.228,-246.05994
1.23,-244.88893
1.232,-243.15468
1.234,-240.5455
1.236,-238.00499
1.238,-235.94423
1.24,-234.64928
1.242,-233.63675
1.244,-233.56102
1.246,-233.92433
1.248,-234.14896
1.25,-233.438
1.252,-232.53496
1.254,-231.69667
1.256,-231.14705
1.258,-230.53476
1.26,-230.24837
1.262,-229.92114
1.264,-229.14577
1.266,-227.34398
1.268,-225.16072
1.27,-222.96754
1.272,-221.14069
1.274,-219.53632
1.276,-218.56853
1.278,-217.92226
1.28,-217.13814
1.282,-215.50974
1.284,-213.4066
1.286,-211.00993
1.288,-208.63272
1.29,-206.25316
1.292,-204.50839
1.294,-203.37749
1.296,-202.6289
1.298,-201.63374
1.3,-200.60625
1.302,-199.44316
1.304,-198.12604
1.306,-196.38216
1.308,-194.71541
1.31,-193.15085
1.312,-191.6219
1.314,-189.71198
1.316,-187.7699
1.318,-185.74985
1.32,-183.6168
1.322,-181.07617
1.324,-178.63359
1.326,-176.43198
1.328,-174.61108
1.33,-172.98329
1.332,-172.06448
1.334,-171.84012
1.336,-172.10948
1.338,-172.20865
1.34,-172.17952
1.342,-171.70795
1.344,-170.60854
1.346,-168.58078
1.348,-166.28085
1.35,-164.03952
1.352,-162.10312
1.354,-160.23314
1.356,-158.78926
1.358,-157.63237
1.36,-156.59962
1.362,-155.2738
1.364,-154.15648
1.366,-153.40863
1.368,-153.0974
1.37,-152.76051
1.372,-152.58
1.374,-152.27385
1.376,-151.59644
1.378,-150.09988
1.38,-148.38142
1.382,-146.78467
1.384,-145.59262
1.386,-144.50296
1.388,-143.84926
1.39,-143.44478
1.392,-143.09103
1.394,-142.32646
1.396,-141.76132
1.398,-141.755
1.4,-142.59071
1.402,-143.90062
1.404,-145.91339
1.406,-148.28319
1.408,-150.59581
1.41,-152.12949
1.412,-153.24979
1.414,-154.15948
1.416,-155.09866
1.418,-155.78035
1.42,-156.62997
1.422,-157.5978
1.424,-158.60089
1.426,-159.21375
1.428,-160.07373
1.43,-161.58545
1.432,-164.1044
1.434,-167.33607
1.436,-171.57559
1.438,-176.50081
1.44,-181.61554
1.442,-185.99643
1.444,-189.78555
1.446,-193.06403
1.448,-196.12477
1.45,-198.91432
1.452,-202.16577
1.454,-206.09155
1.456,-210.634
1.458,-215.08162
1.46,-219.46521
1.462,-223.52989
1.464,-227.1445
1.466,-229.92227
1.468,-232.46684
1.47,-235.12471
1.472,-238.1515
1.474,-241.1839
1.476,-244.46394
1.478,-247.73936
1.48,-250.65945
1.482,-252.49652
1.484,-253.52432
1.486,-253.94836
1.488,-254.16168
1.49,-254.1972
1.492,-254.88905
1.494,-256.54495
1.496,-259.16486
1.498,-262.01105
1.5,-265.03848
1.502,-267.853
1.504,-270.17188
1.506,-271.4702
1.508,-272.29504
1.51,-272.95227
1.512,-273.6741
1.514,-274.0656
1.516,-274.40906
1.518,-274.51443
1.52,-274.1744
1.522,-272.8406
1.524,-271.0802
1.526,-269.23865
1.528,-267.6703
1.53,-266.1613
1.532,-265.25916
1.534,-264.96252
1.536,-265.1687
1.538,-265.30594
1.54,-265.79794
1.542,-266.6342
1.544,-267.6703
1.546,-268.12766
1.548,-268.14005
1.55,-267.48227
1.552,-266.1693
1.554,-264.09628
1.556,-262.45142
1.558,-261.99582
1.56,-263.16742
1.562,-265.38873
1.564,-268.5996
1.566,-271.9646
1.568,-274.67474
1.57,-275.78943
1.572,-275.9198
1.574,-275.54736
1.576,-275.17505
1.578,-274.5707
1.58,-274.20773
1.582,-273.83026
1.584,-273.17377
1.586,-271.73672
1.588,-270.4602
1.59,-269.95972
1.592,-270.67218
1.594,-272.0776
1.596,-274.2039
1.598,-276.1969
1.6,-277.17633
1.602,-276.16003
1.604,-273.8727
1.606,-271.0665
1.608,-268.67093
1.61,-266.9234
1.612,-266.64078
1.614,-267.5973
1.616,-269.17123
1.618,-270.19052
1.62,-270.73404
1.622,-270.69217
1.624,-270.17188
1.626,-268.8982
1.628,-267.6539
1.63,-266.67972
1.632,-266.1693
1.634,-265.84637
1.636,-266.46274
1.638,-268.1351
1.64,-270.67218
1.642,-273.0789
1.644,-275.1783
1.646,-276.33063
1.648,-276.1757
1.65,-274.37527
1.652,-272.111
1.654,-270.2937
1.656,-269.67154
1.658,-270.06174
1.66,-271.76328
1.662,-274.09702
1.664,-276.1757
1.666,-276.80353
1.668,-276.27933
1.67,-274.87982
1.672,-273.17377
1.674,-271.28586
1.676,-270.1786
1.678,-269.92197
1.68,-270.17188
1.682,-269.87878
1.684,-269.1029
1.686,-267.6525
1.688,-265.669
1.69,-263.12927
1.692,-261.17596
1.694,-260.31534
1.696,-260.66583
1.698,-261.43796
1.7,-262.58112
1.702,-263.47592
1.704,-263.66772
1.706,-262.58444
1.708,-261.07013
1.71,-259.63785
1.712,-258.66455
1.714,-257.72443
1.716,-257.09677
1.718,-256.3677
1.72,-255.16232
1.722,-252.9262
1.724,-250.57373
1.726,-248.77954
1.728,-248.15787
1.73,-248.49586
1.732,-250.17886
1.734,-252.65456
1.736,-255.16232
1.738,-256.58667
1.74,-257.27133
1.742,-257.47247
1.744,-257.6639
1.746,-257.79413
1.748,-258.63657
1.75,-260.07837
1.752,-261.66647
1.754,-262.34167
1.756,-262.24405
1.758,-261.28714
1.76,-259.6652
1.762,-257.31873
1.764,-255.28906
1.766,-254.0103
1.768,-253.66136
1.77,-253.71754
1.772,-254.45021
1.774,-255.54346
1.776,-256.66327
1.778,-257.12195
1.78,-257.41626
1.782,-257.7019
1.784,-258.16425
1.786,-258.46835
1.788,-259.20682
1.79,-260.3362
1.792,-261.66647
1.794,-262.47836
1.796,-263.1577
1.798,-263.7018
1.8,-264.16806
1.802,-264.16522
1.804,-264.3492
1.806,-264.8432
1.808,-265.669
1.81,-266.28775
1.812,-267.14523
1.814,-268.16092
1.816,-269.17123
1.818,-269.4847
1.82,-269.4932
1.822,-269.19354
1.824,-268.67093
1.826,-267.5912
1.828,-266.66525
1.83,-265.9438
1.832,-265.1687
1.834,-263.3301
1.836,-260.41443
1.838,-256.13608
1.84,-250.65945
1.842,-244.241
1.844,-238.58891
1.846,-234.95811
1.848,-234.14896
1.85,-235.73685
1.852,-239.5498
1.854,-244.43347
1.856,-249.15851
1.858,-252.41008
1.86,-254.56427
1.862,-256.08694
1.864,-257.6639
1.866,-259.34146
1.868,-261.79898
1.87,-264.76733
1.872,-267.6703
1.874,-269.52563
1.876,-270.54483
1.878,-270.81696
1.88,-270.67218
1.882,-270.31415
1.884,-270.34808
1.886,-270.716
1.888,-271.17252
1.89,-271.50455
1.892,-271.8795
1.894,-272.25714
1.896,-272.67346
1.898,-273.194
1.9,-274.0779
1.902,-275.05002
1.904,-275.67538
1.906,-275.037
1.908,-273.6546
1.91,-271.77213
1.912,-269.67154
1.914,-266.636
1.916,-263.58
1.918,-260.80014
1.92,-258.66455
1.922,-256.88794
1.924,-256.56512
1.926,-257.93317
1.928,-260.66583
1.93,-263.32172
1.932,-265.415
1.934,-266.3241
1.936,-266.1693
1.938,-265.30087
1.94,-265.34744
1.942,-266.70407
1.944,-268.1706
1.946,-266.32202
1.948,-257.83035
1.95,-239.38026
1.952,-209.63336
1.954,-169.53792
1.956,-123.4564
1.958,-76.076904
1.96,-31.019733
1.962,10.822049
1.964,49.538544
1.966,86.183815
1.968,120.076385
1.97,147.5869
1.972,160.5449
1.974,149.70885
1.976,107.56843
1.978,32.141064
1.98,-72.60868
1.982,-195.42755
1.984,-320.704
1.986,-431.81018
1.988,-516.46796
1.99,-567.7668
1.992,-585.3724
1.994,-574.03107
1.996,-542.873
1.998,-501.3796
2.0,-457.79123
2.002,-417.4604
2.004,-384.02295
2.006,-358.24802
2.008,-339.2158
2.01,-324.70642
2.012,-313.43198
2.014,-304.02097
2.016,-295.6881
2.018,-287.74396
2.02,-280.91196
2.022,-275.5073
2.024,-271.67282
2.026,-268.83276
2.028,-267.22855
2.03,-266.4832
2.032,-266.1693
2.034,-265.49185
2.036,-264.64575
2.038,-263.5355
2.04,-262.16678
2.042,-260.3682
2.044,-258.6936
2.046,-257.65268
2.048,-257.6639
2.05,-258.6298
2.052,-260.34897
2.054,-262.39697
2.056,-264.16806
2.058,-264.81113
2.06,-263.97092
2.062,-261.7579
2.064,-258.66455
2.066,-254.90797
2.068,-251.72615
2.07,-249.58812
2.072,-248.65819
2.074,-248.24557
2.076,-248.96132
2.078,-250.29352
2.08,-251.6601
2.082,-252.1549
2.084,-252.45142
2.086,-252.70772
2.088,-253.16106
2.09,-253.58824
2.092,-254.66722
2.094,-256.20233
2.096,-257.6639
2.098,-257.94183
2.1,-256.97827
2.102,-254.49992
2.104,-250.65945
2.106,-245.67538
2.108,-240.9726
2.11,-237.45941
2.112,-235.64992
2.114,-235.10574
2.116,-235.75607
2.118,-236.73271
2.12,-237.15086
2.122,-236.08012
2.124,-233.97862
2.126,-231.28967
2.128,-228.64546
2.13,-226.23077
2.132,-224.79811
2.134,-224.24951
2.136,-224.1426
2.138,-223.54036
2.14,-222.49722
2.142,-220.84279
2.144,-218.63908
2.146,-215.7551
2.148,-212.9855
2.15,-210.58574
2.152,-208.63272
2.154,-206.69728
2.156,-205.15942
2.158,-203.9745
2.16,-203.12923
2.162,-202.27766
2.164,-201.94763
2.166,-202.12735
2.168,-202.6289
2.17,-202.73903
2.172,-202.58511
2.174,-201.9132
2.176,-200.62762
2.178,-198.47845
2.18,-196.3228
2.182,-194.60895
2.184,-193.62317
2.186,-192.97281
2.188,-192.88821
2.19,-192.93597
2.192,-192.62254
2.194,-191.21512
2.196,-189.17346
2.198,-186.81941
2.2,-184.61745
2.202,-182.58926
2.204,-181.50998
2.206,-181.4344
2.208,-182.11586
2.21,-182.69975
2.212,-183.2645
2.214,-183.58684
2.216,-183.6168
2.218,-183.03613
2.22,-182.59225
2.222,-182.57803
2.224,-183.11649
2.226,-183.66391
2.228,-184.5248
2.23,-185.54468
2.232,-186.61871
2.234,-187.27802
2.236,-188.15086
2.238,-189.42883
2.24,-191.12158
2.242,-192.515
2.244,-193.76279
2.246,-194.6411
2.248,-195.12413
2.25,-194.98645
2.252,-195.2561
2.254,-196.54265
2.256,-199.12668
2.258,-202.27022
2.26,-205.80656
2.262,-208.96475
2.264,-211.13431
2.266,-211.68213
2.268,-211.57088
2.27,-211.74968
2.272,-213.13559
2.274,-215.71495
2.276,-219.85681
2.278,-224.96375
2.28,-230.14641
2.282,-234.12436
2.284,-237.04523
2.286,-239.18451
2.288,-241.15341
2.29,-243.11307
2.292,-245.9819
2.294,-249.9109
2.296,-254.662
2.298,-259.27994
2.3,-263.81372
2.302,-268.1012
2.304,-272.17316
2.306,-275.6855
2.308,-279.29678
2.31,-283.15417
2.312,-287.1827
2.314,-290.6101
2.316,-293.59164
2.318,-295.95734
2.32,-297.6894
2.322,-298.45743
2.324,-299.10165
2.326,-300.083
2.328,-301.69193
2.33,-303.41913
2.332,-305.49915
2.334,-307.56512
2.336,-309.1967
2.338,-309.58713
2.34,-309.22513
2.342,-308.44467
2.344,-307.69574
2.346,-306.8529
2.348,-306.66626
2.35,-307.18744
2.352,-308.19608
2.354,-308.78812
2.356,-309.13748
2.358,-309.10507
2.36,-308.69638
2.362,-307.51505
2.364,-306.34534
2.366,-305.50372
2.368,-305.19415
2.37,-304.942
2.372,-305.25623
2.374,-306.06387
2.376,-307.19543
2.378,-307.89044
2.38,-308.56754
2.382,-309.18265
2.384,-309.69702
2.386,-309.5161
2.388,-309.2803
2.39,-309.13037
2.392,-309.1967
2.394,-309.01746
2.396,-309.33575
2.398,-310.25333
2.4,-311.6983
2.402,-312.8538
2.404,-314.05463
2.406,-315.06235
2.408,-315.70084
2.41,-315.367
2.412,-314.88266
2.414,-314.57846
2.416,-314.7002
2.418,-314.7355
2.42,-315.26733
2.422,-316.15918
2.424,-317.20178
2.426,-317.6395
2.428,-318.08536
2.43,-318.61145
2.432,-319.20306
2.434,-319.12238
2.436,-318.82904
2.438,-318.19952
2.44,-317.20178
2.442,-315.42294
2.444,-313.91364
2.446,-313.2126
2.448,-313.69955
2.45,-314.8778
2.452,-317.16644
2.454,-320.13428
2.456,-323.2056
2.458,-325.29156
2.46,-326.81464
2.462,-327.876
2.464,-328.7091
2.466,-328.95737
2.468,-329.4135
2.47,-330.07416
2.472,-330.7104
2.474,-330.40723
2.476,-329.63412
2.478,-328.47644
2.48,-327.20816
2.482,-325.63507
2.484,-324.82346
2.486,-325.04364
2.488,-326.20752
2.49,-327.3153
2.492,-328.49957
2.494,-329.3588
2.496,-329.70975
2.498,-329.1021
2.5,-328.64966
2.502,-328.91888
2.504,-330.21005
2.506,-331.7956
2.508,-333.76984
2.51,-335.34418
2.512,-335.71356
2.514,-333.82477
2.516,-330.47638
2.518,-326.4233
2.52,-322.7053
2.522,-319.71164
2.524,-318.752
2.526,-319.9314
2.528,-322.7053
2.53,-325.52728
2.532,-328.06842
2.534,-329.6894
2.536,-330.21005
2.538,-329.3494
2.54,-328.49734
2.542,-328.4627
2.544,-329.70975
2.546,-331.55045
2.548,-334.1239
2.55,-336.62598
2.552,-338.21515
2.554,-337.74844
2.556,-335.92847
2.558,-333.31924
2.56,-330.7104
2.562,-328.23828
2.564,-327.06836
2.566,-327.32834
2.568,-328.7091
2.57,-330.02872
2.572,-331.35526
2.574,-332.2081
2.576,-332.21133
2.578,-330.5531
2.58,-328.00903
2.582,-325.0099
2.584,-322.205
2.586,-319.75635
2.588,-319.09366
2.59,-320.65033
2.592,-324.20624
2.594,-328.24832
2.596,-332.1806
2.598,-334.76843
2.6,-335.21326
2.602,-332.90503
2.604,-329.4089
2.606,-326.20334
2.608,-324.70657
2.61,-325.16812
2.612,-328.26328
2.614,-333.2182
2.616,-338.71548
2.618,-342.836
2.62,-345.34964
2.622,-346.0399
2.624,-345.2196
2.626,-342.93552
2.628,-340.5447
2.63,-338.57788
2.632,-337.2145
2.634,-335.7694
2.636,-334.7572
2.638,-334.084
2.64,-333.71228
2.642,-333.0987
2.644,-333.06268
2.646,-333.7666
2.648,-335.21326
2.65,-336.63498
2.652,-338.45917
2.654,-340.42184
2.656,-342.2177
2.658,-342.9899
2.66,-343.33768
2.662,-343.3634
2.664,-343.21835
2.666,-342.46948
2.668,-341.97037
2.67,-341.885
2.672,-342.2177
2.674,-342.2164
2.676,-342.3313
2.678,-342.29266
2.68,-341.71738
2.682,-339.58493
2.684,-336.3253
2.686,-331.94785
2.688,-326.70782
2.69,-320.53293
2.692,-314.8703
2.694,-310.56302
2.696,-308.19608
2.698,-307.34
2.7,-308.45306
2.702,-310.99368
2.704,-314.1999
2.706,-316.73846
2.708,-318.8569
2.71,-320.46805
2.712,-321.70465
2.714,-322.2264
2.716,-323.02286
2.718,-324.33957
2.72,-326.20752
2.722,-327.9142
2.724,-329.89108
2.726,-331.90802
2.728,-333.71228
2.73,-334.71918
2.732,-335.34036
2.734,-335.50073
2.736,-335.21326
2.738,-334.4349
2.74,-333.90024
2.742,-333.80624
2.744,-334.21262
2.746,-334.9478
2.748,-336.19934
2.75,-337.57748
2.752,-338.71548
2.754,-339.01413
2.756,-339.2966
2.758,-339.85867
2.76,-340.71674
2.762,-340.54367
2.764,-339.72784
2.766,-338.05524
2.768,-335.71356
2.77,-332.45755
2.772,-330.11093
2.774,-329.52017
2.776,-330.7104
2.778,-332.02792
2.78,-332.7549
2.782,-331.82974
2.784,-329.20944
2.786,-325.46875
2.788,-323.2623
2.79,-324.11087
2.792,-327.70847
2.794,-330.7797
2.796,-329.61108
2.798,-319.7805
2.8,-298.69
2.802,-266.30524
2.804,-226.96318
2.806,-185.91429
2.808,-147.59389
