time_sec,ecg
1.476,-184.13086
1.478,-182.4864
1.48,-181.11522
1.482,-180.01146
1.484,-180.21614
1.486,-181.7813
1.488,-184.11713
1.49,-185.69348
1.492,-185.89737
1.494,-184.26254
1.496,-181.11522
1.498,-177.11148
1.5,-173.8549
1.502,-172.04251
1.504,-171.10886
1.506,-168.73816
1.508,-162.39641
1.51,-149.3442
1.512,-128.08148
1.514,-98.789024
1.516,-64.23227
1.518,-27.896591
1.52,7.004456
1.522,38.920033
1.524,67.35571
1.526,93.298134
1.528,117.5748
1.53,139.65707
1.532,155.80545
1.534,160.22633
1.536,146.09294
1.538,107.90445
1.54,42.731834
1.542,-47.316513
1.544,-155.09866
1.546,-269.23215
1.548,-377.13492
1.55,-466.6689
1.552,-528.8364
1.554,-559.1032
1.556,-558.7424
1.558,-533.10645
1.56,-490.31192
1.562,-438.99295
1.564,-387.38965
1.566,-341.15295
1.568,-303.19287
1.57,-273.69714
1.572,-251.79102
1.574,-235.46477
1.576,-222.64163
1.578,-211.421
1.58,-201.12834
1.582,-191.35516
1.584,-182.11586
1.586,-173.44283
1.588,-166.07794
1.59,-160.40663
1.592,-156.59962
1.594,-154.31177
1.596,-153.4247
1.598,-153.38803
1.6,-153.59772
1.602,-153.4288
1.604,-152.72893
1.606,-151.55403
1.608,-150.09549
1.61,-148.46347
1.612,-146.73439
1.614,-145.06609
1.616,-143.59135
1.618,-142.34038
1.62,-141.282
1.622,-140.52255
1.624,-140.08913
1.626,-139.64162
1.628,-139.25227
1.63,-138.74487
1.632,-138.08784
1.634,-137.03152
1.636,-136.5952
1.638,-136.85121
1.64,-137.58752
1.642,-137.98512
1.644,-138.2256
1.646,-137.7275
1.648,-136.08658
1.65,-133.05272
1.652,-129.61156
1.654,-126.543205
1.656,-124.579254
1.658,-123.94595
1.66,-124.92635
1.662,-126.94245
1.664,-129.08212
1.666,-130.25243
1.668,-130.16228
1.67,-128.67659
1.672,-126.08021
1.674,-122.784904
1.676,-119.66877
1.678,-117.19998
1.68,-115.573524
1.682,-114.58854
1.684,-114.2871
1.686,-114.38298
1.688,-114.57288
1.69,-114.463
1.692,-114.13023
1.694,-113.49875
1.696,-112.57162
1.698,-111.31588
1.7,-110.018776
1.702,-108.6553
1.704,-107.068115
1.706,-104.96119
1.708,-102.43672
1.71,-99.64472
1.712,-97.061745
1.714,-95.30414
1.716,-95.198616
1.718,-96.8514
1.72,-99.56334
1.722,-101.784775
1.724,-101.994774
1.726,-98.85037
1.728,-92.05856
1.73,-82.60053
1.732,-72.84204
1.734,-65.23586
1.736,-61.53915
1.738,-61.986237
1.74,-65.541664
1.742,-69.884415
1.744,-72.54615
1.746,-71.79875
1.748,-67.71821
1.75,-61.600838
1.752,-55.535328
1.754,-51.36079
1.756,-50.346027
1.758,-52.22094
1.76,-55.535328
1.762,-58.120106
1.764,-58.453495
1.766,-55.678078
1.768,-50.03183
1.77,-42.446136
1.772,-34.714462
1.774,-28.187098
1.776,-23.51496
1.778,-20.292583
1.78,-18.11009
1.782,-16.280138
1.784,-14.509231
1.786,-12.829116
1.788,-12.311457
1.79,-13.790202
1.792,-17.51114
1.794,-22.481277
1.796,-27.51438
1.798,-30.933739
1.8,-31.520052
1.802,-28.766687
1.804,-24.078253
1.806,-19.474955
1.808,-17.010822
1.81,-17.57836
1.812,-21.464476
1.814,-27.535133
1.816,-34.021645
1.818,-38.953613
1.82,-41.825012
1.822,-42.983128
1.824,-43.52769
1.826,-44.37492
1.828,-46.74759
1.83,-51.037285
1.832,-57.036285
1.834,-63.853653
1.836,-71.241486
1.838,-78.98498
1.84,-87.05538
1.842,-95.097496
1.844,-103.33106
1.846,-111.69653
1.848,-120.076385
1.85,-128.00337
1.852,-135.7355
1.854,-143.4087
1.856,-151.09612
1.858,-158.36617
1.86,-165.28754
1.862,-171.82924
1.864,-178.11331
1.866,-184.08156
1.868,-190.36661
1.87,-197.36963
1.872,-205.1305
1.874,-212.84293
1.876,-219.92665
1.878,-225.65524
1.88,-229.64609
1.882,-231.72203
1.884,-232.87596
1.886,-234.21863
1.888,-236.65054
1.89,-240.0978
1.892,-244.34016
1.894,-248.5155
1.896,-251.6601
1.898,-252.7709
1.9,-252.10907
1.902,-250.39772
1.904,-248.65819
1.906,-247.4164
1.908,-247.37839
1.91,-248.57565
1.912,-250.65945
1.914,-252.78082
1.916,-254.8534
1.918,-256.80502
1.92,-258.66455
1.922,-260.02634
1.924,-261.08948
1.926,-261.79282
1.928,-262.16678
1.93,-262.0238
1.932,-262.12857
1.934,-262.9521
1.936,-264.66837
1.938,-266.55493
1.94,-268.34824
1.942,-269.3622
1.944,-269.17123
1.946,-267.42044
1.948,-265.18665
1.95,-263.38556
1.952,-262.66708
1.954,-262.6144
1.956,-263.20233
1.958,-263.72607
1.96,-263.66772
1.962,-262.57727
1.964,-261.63474
1.966,-261.80002
1.968,-263.66772
1.97,-266.52753
1.972,-269.88937
1.974,-272.34662
1.976,-272.67346
1.978,-269.92245
1.98,-265.31253
1.982,-260.35565
1.984,-256.66327
1.986,-254.7395
1.988,-255.20416
1.99,-257.26923
1.992,-259.6652
1.994,-260.78
1.996,-260.73758
1.998,-259.9261
2.0,-259.16486
2.002,-258.7239
2.004,-259.56473
2.006,-261.57364
2.008,-264.16806
2.01,-266.10855
2.012,-267.52634
2.014,-268.43948
2.016,-269.17123
2.018,-269.629
2.02,-270.73663
2.022,-272.64206
2.024,-275.17505
2.026,-277.45895
2.028,-279.68515
2.03,-281.62762
2.032,-283.18015
2.034,-283.83984
2.036,-284.3721
2.038,-285.07697
2.04,-286.18207
2.042,-287.25885
2.044,-288.90256
2.046,-291.08887
2.048,-293.68683
2.05,-295.9812
2.052,-298.37015
2.054,-300.69724
2.056,-302.69257
2.058,-303.47098
2.06,-303.27914
2.062,-301.98294
2.064,-299.69064
2.066,-296.29803
2.068,-293.0922
2.07,-290.88266
2.072,-290.1846
2.074,-290.50763
2.076,-292.0913
2.078,-294.46234
2.08,-297.18906
2.082,-299.5762
2.084,-302.18347
2.086,-305.01514
2.088,-307.69574
2.09,-308.8568
2.092,-308.10645
2.094,-304.83447
2.096,-299.19034
2.098,-291.77985
2.1,-285.157
2.102,-281.4819
2.104,-282.1795
2.106,-286.85568
2.108,-294.71725
2.11,-303.47702
2.112,-310.69766
2.114,-314.22372
2.116,-314.3015
2.118,-311.91498
2.12,-308.69638
2.122,-305.61667
2.124,-304.0252
2.126,-303.71506
2.128,-303.6932
2.13,-302.3036
2.132,-299.6147
2.134,-296.12018
2.136,-293.18652
2.138,-292.01767
2.14,-294.5316
2.142,-300.89435
2.144,-309.69702
2.146,-317.7097
2.148,-322.4749
2.15,-321.68533
2.152,-314.7002
2.154,-302.44702
2.156,-288.91663
2.158,-278.31805
2.16,-274.1744
2.162,-277.52655
2.164,-288.09644
2.166,-302.77972
2.168,-317.20178
2.17,-326.59775
2.172,-328.81946
2.174,-323.2335
2.176,-311.19797
2.178,-294.86972
2.18,-278.1258
2.182,-263.8994
2.184,-254.16168
2.186,-249.20074
2.188,-249.50905
2.19,-254.27737
2.192,-262.16678
2.194,-271.00385
2.196,-279.85263
2.198,-287.39902
2.2,-292.6862
2.202,-294.68314
2.204,-294.15503
2.206,-291.7143
2.208,-288.18332
2.21,-283.83603
2.212,-280.1649
2.214,-277.93286
2.216,-277.67664
2.218,-279.11884
2.22,-282.9935
2.222,-289.1813
2.224,-297.18906
2.226,-305.65833
2.228,-314.01724
2.23,-320.9567
2.232,-325.20688
2.234,-325.5847
2.236,-322.3075
2.238,-315.9006
2.24,-307.69574
2.242,-299.51965
2.244,-293.80237
2.246,-292.04672
2.248,-294.68747
2.25,-300.7383
2.252,-308.87686
2.254,-316.8588
2.256,-322.7053
2.258,-324.6386
2.26,-323.74896
2.262,-321.4256
2.264,-319.20306
2.266,-316.97208
2.268,-315.8094
2.27,-315.50912
2.272,-315.70084
2.274,-315.38663
2.276,-315.8008
2.278,-317.76144
2.28,-321.70465
2.282,-326.5188
2.284,-331.75876
2.286,-336.119
2.288,-338.71548
2.29,-338.8939
2.292,-337.88266
2.294,-336.0949
2.296,-332.71167
2.298,-324.78464
2.3,-309.65665
2.302,-284.74347
2.304,-249.65883
2.306,-206.47679
2.308,-160.85602
2.31,-118.33538
2.312,-82.55251
2.314,-53.310802
2.316,-28.797323
2.318,-5.949331
2.32,16.010185
2.322,33.916973
2.324,38.879097
2.326,20.513037
2.328,-29.518778
2.33,-113.06015
2.332,-225.1245
2.334,-352.9454
2.336,-479.80524
2.338,-589.0276
2.34,-669.68665
2.342,-716.8647
2.344,-731.96564
2.346,-720.2486
2.348,-689.98615
2.35,-648.5569
2.352,-601.8829
2.354,-553.7896
2.356,-508.0732
2.358,-467.0722
2.36,-432.275
2.362,-403.7089
2.364,-381.59558
2.366,-364.7782
2.368,-351.72375
2.37,-340.5603
2.372,-331.1578
2.374,-323.3414
2.376,-317.20178
2.378,-312.2688
2.38,-308.96777
2.382,-306.8236
2.384,-305.19415
2.386,-303.09262
2.388,-300.8455
2.39,-298.61325
2.392,-296.68875
2.394,-294.9778
2.396,-293.9206
2.398,-293.5477
2.4,-293.68683
2.402,-293.72656
2.404,-293.49353
2.406,-292.82684
2.408,-291.68555
2.41,-289.8291
2.412,-287.6522
2.414,-285.49432
2.416,-283.68048
2.418,-281.85913
2.42,-280.82788
2.422,-280.38144
2.424,-280.17825
2.426,-279.26144
2.428,-278.57028
2.43,-277.93362
2.432,-277.17633
2.434,-275.6544
2.436,-274.34885
2.438,-273.23984
2.44,-272.17316
2.442,-270.4979
2.444,-268.8017
2.446,-267.02576
2.448,-265.1687
2.45,-262.92
2.452,-261.09238
2.454,-259.85068
2.456,-259.16486
2.458,-258.4185
2.46,-257.81888
2.462,-256.99805
2.464,-255.66264
2.466,-253.3575
2.468,-250.76811
2.47,-248.14966
2.472,-245.65628
2.474,-242.91438
2.476,-240.28043
2.478,-237.56027
2.48,-234.64928
2.482,-231.33104
2.484,-228.45496
2.486,-226.36887
2.488,-225.14323
2.49,-224.13
2.492,-223.21051
2.494,-221.69926
2.496,-219.1394
2.498,-215.25073
2.5,-211.06937
2.502,-207.35507
2.504,-204.63017
2.506,-202.58319
2.508,-201.16876
2.51,-199.57845
2.512,-197.1254
2.514,-193.34016
2.516,-189.22623
2.518,-185.71335
2.52,-183.6168
2.522,-182.89363
2.524,-183.5843
2.526,-184.70302
2.528,-185.11777
2.53,-183.7491
2.532,-181.02629
2.534,-177.54028
2.536,-174.11076
2.538,-171.0233
2.54,-168.91972
2.542,-167.48357
2.544,-166.10567
2.546,-163.89384
2.548,-161.19731
2.55,-158.29077
2.552,-155.59898
2.554,-153.04887
2.556,-151.18771
2.558,-149.82248
2.56,-148.59453
2.562,-146.79906
2.564,-144.89188
2.566,-143.0847
2.568,-141.59007
2.57,-140.01941
2.572,-138.75851
2.574,-137.6534
2.576,-136.58688
2.578,-135.1616
2.58,-134.19199
2.582,-134.10435
2.584,-135.08594
2.586,-136.43427
2.588,-138.09
2.59,-139.4518
2.592,-140.08913
2.594,-139.50356
2.596,-138.68958
2.598,-138.4885
2.6,-139.5888
2.602,-141.69405
2.604,-144.97263
2.606,-148.8241
2.608,-152.59708
2.61,-155.42487
2.612,-157.94695
2.614,-160.78682
2.616,-164.60472
2.618,-169.22873
2.62,-175.02727
2.622,-181.54718
2.624,-188.11967
2.626,-193.67467
2.628,-198.50873
2.63,-202.96878
2.632,-207.63208
2.634,-212.52777
2.636,-218.38957
2.638,-225.2164
2.64,-232.648
2.642,-239.64346
2.644,-246.18433
2.646,-252.14781
2.648,-257.6639
2.65,-262.5245
2.652,-267.4641
2.654,-272.70892
2.656,-278.17697
2.658,-283.016
2.66,-287.2078
2.662,-290.5596
2.664,-293.18652
2.666,-295.05093
2.668,-297.22913
2.67,-300.37247
2.672,-304.69385
2.674,-309.32147
2.676,-313.86194
2.678,-317.4944
2.68,-319.70337
2.682,-320.0787
2.684,-319.7546
2.686,-319.8365
2.688,-321.20435
2.69,-323.581
2.692,-326.87283
2.694,-330.1012
2.696,-332.21133
2.698,-332.0654
2.7,-330.2391
2.702,-327.58936
2.704,-325.20688
2.706,-323.40112
2.708,-322.9488
2.71,-323.60287
2.712,-324.70657
2.714,-325.0336
2.716,-324.75012
2.718,-324.00522
2.72,-323.2056
2.722,-322.20465
2.724,-321.76727
2.726,-321.86792
2.728,-322.205
2.73,-321.82956
2.732,-321.11447
2.734,-320.15366
2.736,-319.20306
2.738,-317.98398
2.74,-317.36066
2.742,-317.46893
2.744,-318.20242
2.746,-318.70132
2.748,-319.3108
2.75,-319.85217
2.752,-320.2037
2.754,-319.7383
2.756,-319.2024
2.758,-318.80438
2.76,-318.70276
2.762,-318.3785
2.764,-318.5335
2.766,-319.17545
2.768,-320.2037
2.77,-320.87106
2.772,-321.76038
2.774,-322.87793
2.776,-324.20624
2.778,-325.09244
2.78,-326.1751
2.782,-327.41916
2.784,-328.7091
2.786,-329.3072
2.788,-329.81888
2.79,-330.2785
2.792,-330.7104
2.794,-330.53067
2.796,-330.48285
2.798,-330.68933
2.8,-331.2107
2.802,-331.45496
2.804,-332.0821
