time_sec,ecg
0.232,-307.69574
0.234,-304.81018
0.236,-301.21826
0.238,-297.42264
0.24,-294.18716
0.242,-291.711
0.244,-291.0894
0.246,-292.39923
0.248,-295.18777
0.25,-298.12338
0.252,-300.98297
0.254,-303.23422
0.256,-304.69385
0.258,-305.04953
0.26,-305.31543
0.262,-305.96094
0.264,-307.19543
0.266,-308.5351
0.268,-310.0594
0.27,-311.24274
0.272,-311.6983
0.274,-311.19507
0.276,-310.54092
0.278,-310.24713
0.28,-310.69766
0.282,-311.72934
0.284,-313.5008
0.286,-315.38892
0.288,-316.70148
0.29,-316.4232
0.292,-315.36548
0.294,-314.10266
0.296,-313.19925
0.298,-311.7835
0.3,-310.92908
0.302,-310.73572
0.304,-311.19797
0.306,-311.15277
0.308,-311.63214
0.31,-312.83978
0.312,-314.7002
0.314,-315.9143
0.316,-316.60776
0.318,-316.27502
0.32,-314.7002
0.322,-311.41364
0.324,-307.71188
0.326,-304.2627
0.328,-301.19162
0.33,-297.13733
0.332,-291.17334
0.334,-281.3053
0.336,-265.669
0.338,-242.68604
0.34,-213.402
0.342,-179.7314
0.344,-144.59198
0.346,-110.6194
0.348,-81.159454
0.35,-57.924126
0.352,-41.526417
0.354,-31.541964
0.356,-29.279324
0.358,-36.857872
0.36,-58.036922
0.362,-97.022804
0.364,-158.62805
0.366,-244.37376
0.368,-351.22342
0.37,-470.3804
0.372,-589.9957
0.374,-695.8128
0.376,-774.99304
0.378,-818.6645
0.38,-825.52075
0.382,-800.0674
0.384,-751.4781
0.386,-690.35913
0.388,-627.6696
0.39,-570.9077
0.392,-523.83325
0.394,-486.34872
0.396,-457.38248
0.398,-434.45425
0.4,-415.26416
0.402,-397.73465
0.404,-381.80347
0.406,-367.41397
0.408,-354.72568
0.41,-343.3597
0.412,-333.97073
0.414,-326.494
0.416,-320.704
0.418,-315.80502
0.42,-312.10825
0.422,-309.45972
0.424,-307.69574
0.426,-306.19778
0.428,-305.16028
0.43,-304.4048
0.432,-303.6932
0.434,-302.4291
0.436,-300.7799
0.438,-298.9303
0.44,-297.18906
0.442,-295.48492
0.444,-294.2977
0.446,-293.7341
0.448,-293.68683
0.45,-293.3497
0.452,-293.0485
0.454,-292.53836
0.456,-291.68555
0.458,-289.77536
0.46,-288.13425
0.462,-286.7984
0.464,-285.68173
0.466,-283.99957
0.468,-282.92676
0.47,-282.386
0.472,-282.1795
0.474,-281.5422
0.476,-281.27524
0.478,-281.34644
0.48,-281.6792
0.482,-281.67673
0.484,-282.0039
0.486,-282.5686
0.488,-283.18015
0.49,-283.14017
0.492,-282.93405
0.494,-282.4722
0.496,-281.6792
0.498,-280.07327
0.5,-278.30722
0.502,-276.48666
0.504,-274.67474
0.506,-272.47476
0.508,-270.5254
0.51,-268.91248
0.512,-267.6703
0.514,-266.3697
0.516,-265.53226
0.518,-265.04868
0.52,-264.66837
0.522,-263.64716
0.524,-262.23816
0.526,-260.26028
0.528,-257.6639
0.53,-254.18279
0.532,-250.72287
0.534,-247.75421
0.536,-245.65628
0.538,-244.19797
0.54,-243.86989
0.542,-244.36858
0.544,-245.15596
0.546,-245.22305
0.548,-244.65366
0.55,-243.26974
0.552,-241.15341
0.554,-238.21568
0.556,-235.46861
0.558,-233.37196
0.56,-232.14769
0.562,-231.31717
0.564,-231.13171
0.566,-231.208
0.568,-231.14705
0.57,-230.26399
0.572,-229.05405
0.574,-227.64262
0.576,-226.14386
0.578,-224.15579
0.58,-222.15204
0.582,-220.02168
0.584,-217.63846
0.586,-214.56091
0.588,-211.4958
0.59,-208.7616
0.592,-206.63145
0.594,-204.80739
0.596,-203.80183
0.598,-203.48514
0.6,-203.62955
0.602,-203.58943
0.604,-203.81522
0.606,-204.33586
0.608,-205.1305
0.61,-205.61777
0.612,-206.1413
0.614,-206.52681
0.616,-206.63145
0.618,-205.98888
0.62,-205.31232
0.622,-204.94061
0.624,-205.1305
0.626,-205.47597
0.628,-206.36188
0.63,-207.52818
0.632,-208.63272
0.634,-208.94566
0.636,-208.96037
0.638,-208.91586
0.64,-209.13304
0.642,-209.41122
0.644,-210.40157
0.646,-212.07063
0.648,-214.13623
0.65,-215.70683
0.652,-216.94264
0.654,-217.72498
0.656,-218.13878
0.658,-217.97665
0.66,-218.13104
0.662,-218.97621
0.664,-220.64037
0.666,-222.4903
0.668,-224.70227
0.67,-226.98392
0.672,-229.14577
0.674,-230.73476
0.676,-232.5131
0.678,-234.90002
0.68,-238.1515
0.682,-241.71805
0.684,-245.73189
0.686,-249.71117
0.688,-253.16106
0.69,-255.29431
0.692,-256.6549
0.694,-257.6316
0.696,-258.66455
0.698,-259.54623
0.7,-260.84467
0.702,-262.46573
0.704,-264.16806
0.706,-265.22592
0.708,-266.1054
0.71,-267.01038
0.712,-268.1706
0.714,-269.18683
0.716,-270.5433
0.718,-272.11874
0.72,-273.6741
0.722,-274.45422
0.724,-274.91733
0.726,-275.24463
0.728,-275.67538
0.73,-275.8582
0.732,-276.42355
0.734,-277.40402
0.736,-278.67728
0.738,-279.50867
0.74,-280.31152
0.742,-281.15457
0.744,-282.1795
0.746,-283.01517
0.748,-284.3424
0.75,-286.26526
0.752,-288.68365
0.754,-290.78964
0.756,-292.78622
0.758,-294.45468
0.76,-295.6881
0.762,-296.03366
0.764,-296.2676
0.766,-296.7419
0.768,-297.6894
0.77,-298.61176
0.772,-299.95126
0.774,-301.5429
0.776,-303.19287
0.778,-304.25485
0.78,-305.37582
0.782,-306.79373
0.784,-308.69638
0.786,-310.57782
0.788,-312.92172
0.79,-315.5513
0.792,-318.20242
0.794,-320.09448
0.796,-321.77582
0.798,-323.41498
0.8,-325.20688
0.802,-326.71048
0.804,-328.51013
0.806,-330.4575
0.808,-332.21133
0.81,-332.80856
0.812,-332.6108
0.814,-331.66443
0.816,-330.21005
0.818,-328.03198
0.82,-326.11447
0.822,-324.70392
0.824,-323.70593
0.826,-322.1425
0.828,-320.1322
0.83,-317.33997
0.832,-313.69955
0.834,-308.95563
0.836,-304.45395
0.838,-301.12302
0.84,-299.69064
0.842,-299.84772
0.844,-301.98343
0.846,-305.42377
0.848,-309.1967
0.85,-311.80826
0.852,-313.34372
0.854,-313.8255
0.856,-313.69955
0.858,-313.1511
0.86,-313.40564
0.862,-314.8055
0.864,-317.20178
0.866,-319.72424
0.868,-322.08115
0.87,-323.5419
0.872,-323.70593
0.874,-322.49283
0.876,-320.9518
0.878,-319.83005
0.88,-319.70337
0.882,-320.49854
0.884,-322.50073
0.886,-325.1363
0.888,-327.70847
0.89,-328.9064
0.892,-329.63895
0.894,-330.43747
0.896,-331.71103
0.898,-332.144
0.9,-332.47263
0.902,-332.49863
0.904,-332.21133
0.906,-330.85428
0.908,-330.07675
0.91,-330.6542
0.912,-332.71167
0.914,-334.65344
0.916,-335.92612
0.918,-335.3979
0.92,-332.71167
0.922,-327.89285
0.924,-323.0398
0.926,-319.26974
0.928,-316.20114
0.93,-310.90662
0.932,-300.48203
0.934,-281.66913
0.936,-253.16106
0.938,-216.06789
0.94,-175.46921
0.942,-136.87679
0.944,-104.56652
0.946,-79.397804
0.948,-60.561146
0.95,-45.298527
0.952,-32.02037
0.954,-22.011648
0.956,-21.993889
0.958,-40.84425
0.96,-87.05538
0.962,-164.63129
0.964,-272.33197
0.966,-401.30185
0.968,-537.34186
0.97,-663.6833
0.972,-766.5206
0.974,-836.07306
0.976,-868.55255
0.978,-865.4294
0.98,-833.8313
0.982,-782.71075
0.984,-721.459
0.986,-657.83636
0.988,-598.7618
0.99,-548.01
0.992,-506.82242
0.994,-473.87637
0.996,-447.839
0.998,-426.43118
1.0,-407.7594
1.002,-390.24683
1.004,-374.42535
1.006,-360.7605
1.008,-349.72247
1.01,-340.8898
1.012,-334.55344
1.014,-330.07312
1.016,-326.70782
1.018,-323.4243
1.02,-320.5852
1.022,-318.30798
1.024,-316.70148
1.026,-315.2926
1.028,-314.17105
1.03,-313.05618
1.032,-311.6983
1.034,-309.65823
1.036,-307.36145
1.038,-305.24457
1.04,-303.6932
1.042,-302.44232
1.044,-301.64142
1.046,-301.00006
1.048,-300.19098
1.05,-298.3866
1.052,-296.50616
1.054,-294.71826
1.056,-293.18652
1.058,-291.19455
1.06,-289.9852
1.062,-289.1635
1.064,-288.18332
1.066,-286.00803
1.068,-283.83643
1.07,-281.9593
1.072,-280.67856
1.074,-279.6356
1.076,-279.73193
1.078,-280.74326
1.08,-282.1795
1.082,-282.9846
1.084,-283.49887
1.086,-283.5656
1.088,-283.18015
1.09,-281.98462
1.092,-280.78873
1.094,-279.70605
1.096,-278.67728
1.098,-277.08643
1.1,-275.3909
1.102,-273.56046
1.104,-271.67282
1.106,-269.49606
1.108,-267.90933
1.11,-267.1432
1.112,-267.16995
1.114,-267.2624
1.116,-267.5156
1.118,-267.44025
1.12,-266.66965
1.122,-264.71265
1.124,-262.41437
1.126,-260.26404
1.128,-258.66455
1.13,-257.33676
1.132,-256.67352
1.134,-256.27945
1.136,-255.66264
1.138,-254.06554
1.14,-252.01393
1.142,-249.76997
1.144,-247.65755
1.146,-245.48119
1.148,-243.8444
1.15,-242.64372
1.152,-241.65373
1.154,-240.25835
1.156,-238.94333
1.158,-237.75325
1.16,-236.65054
1.162,-235.0311
1.164,-233.18022
1.166,-230.89877
1.168,-228.14514
1.17,-224.73227
1.172,-221.70197
1.174,-219.59442
1.176,-218.63908
1.178,-218.15836
1.18,-218.066
1.182,-217.59674
1.184,-216.1375
1.186,-213.1047
1.188,-209.50478
1.19,-206.22748
1.192,-204.12985
1.194,-203.21695
1.196,-203.93579
1.198,-205.70116
1.2,-207.63208
1.202,-208.47267
1.204,-208.41255
1.206,-207.63184
1.208,-206.63145
1.21,-205.51178
1.212,-205.25566
1.214,-206.02904
1.216,-207.63208
1.218,-209.15825
1.22,-210.76491
1.222,-212.26605
1.224,-213.63591
1.226,-214.48251
1.228,-215.48503
1.23,-216.74081
1.232,-218.13878
1.234,-218.90329
1.236,-219.28564
1.238,-219.17424
1.24,-218.63908
1.242,-217.47263
1.244,-216.67809
1.246,-216.79346
1.248,-218.13878
1.25,-220.20667
1.252,-223.21246
1.254,-226.7012
1.256,-230.14641
1.258,-232.65166
1.26,-234.6302
1.262,-236.33528
1.264,-238.1515
1.266,-239.91998
1.268,-242.32785
1.27,-245.3452
1.272,-248.65819
1.274,-251.32103
1.276,-253.4961
1.278,-255.18346
1.28,-256.66327
1.282,-257.90414
1.284,-259.91678
1.286,-263.0431
1.288,-267.16995
1.29,-271.21518
1.292,-274.87085
1.294,-277.46588
1.296,-278.67728
1.298,-278.19473
1.3,-277.24503
1.302,-276.82114
1.304,-277.67664
1.306,-279.4825
1.308,-282.3559
1.31,-285.53952
1.312,-288.18332
1.314,-289.18954
1.316,-289.1096
1.318,-288.52576
1.32,-288.18332
1.322,-288.09705
1.324,-288.97662
1.326,-290.654
1.328,-292.6862
1.33,-294.0935
1.332,-295.21048
1.334,-296.17096
1.336,-297.18906
1.338,-297.84763
1.34,-298.6432
1.342,-299.46774
1.344,-300.19098
1.346,-300.3033
1.348,-300.55737
1.35,-301.2983
1.352,-302.69257
1.354,-304.07565
1.356,-305.56915
1.358,-306.71298
1.36,-307.19543
1.362,-306.5431
1.364,-305.80884
1.366,-305.7012
1.368,-306.6951
1.37,-308.22552
1.372,-310.40262
1.374,-312.57318
1.376,-314.1999
1.378,-314.65213
1.38,-315.0218
1.382,-316.15448
1.384,-318.70276
1.386,-322.1942
1.388,-326.6373
1.39,-331.0115
1.392,-334.21262
1.394,-334.9879
1.396,-333.98184
1.398,-331.9089
1.4,-329.70975
1.402,-327.57007
1.404,-326.384
1.406,-325.9543
1.408,-325.7072
1.41,-324.4729
1.412,-322.5238
1.414,-319.87686
1.416,-316.70148
1.418,-312.60916
1.42,-308.33167
1.422,-303.97705
1.424,-299.69064
1.426,-295.26175
1.428,-291.91837
1.43,-290.39508
1.432,-291.18524
1.434,-293.7889
1.436,-298.2982
1.438,-303.80084
1.44,-309.1967
1.442,-313.1361
1.444,-315.6699
1.446,-316.76532
1.448,-316.70148
1.45,-315.66388
1.452,-314.46786
1.454,-313.29523
1.456,-312.1986
1.458,-311.06693
1.46,-310.48178
1.462,-310.5414
1.464,-311.19797
1.466,-311.8892
1.468,-312.8406
1.47,-313.7063
1.472,-314.1999
1.474,-313.28784
1.476,-312.30313
1.478,-311.97195
1.48,-312.6989
1.482,-312.95645
1.484,-313.21652
1.486,-313.01794
1.488,-312.1986
1.49,-310.0498
1.492,-308.32745
1.494,-307.96692
1.496,-309.1967
1.498,-310.43726
1.5,-310.96277
1.502,-309.4042
1.504,-305.19415
1.506,-298.282
1.508,-290.76724
1.51,-283.83844
1.512,-277.17633
1.514,-267.92172
1.516,-253.21101
1.518,-230.03719
1.52,-197.62572
1.522,-157.89812
1.524,-116.727234
1.526,-80.16689
1.528,-52.53342
1.53,-34.260643
1.532,-23.864124
1.534,-18.208149
1.536,-16.010185
1.538,-19.601353
1.54,-36.874264
1.542,-77.218414
1.544,-148.09421
1.546,-250.59477
1.548,-379.06265
1.55,-520.0071
1.552,-655.9173
1.554,-769.33716
1.556,-848.6983
1.558,-888.8515
1.56,-891.5672
1.562,-863.17065
1.564,-813.5841
1.566,-752.20087
1.568,-686.937
1.57,-623.2213
1.572,-565.7082
1.574,-516.792
1.576,-477.30365
1.578,-446.17328
1.58,-422.36368
1.582,-403.64133
1.584,-387.74667
1.586,-372.5184
1.588,-357.87192
1.59,-344.03964
1.592,-331.71103
1.594,-321.0859
1.596,-313.0569
1.598,-307.4686
1.6,-303.6932
1.602,-300.4832
1.604,-297.6254
1.606,-294.83887
1.608,-292.18588
1.61,-289.63864
1.612,-287.87375
1.614,-287.23505
1.616,-287.683
1.618,-288.40106
1.62,-288.83487
1.622,-288.35455
1.624,-286.68237
1.626,-283.66006
1.628,-280.3503
1.63,-277.65073
1.632,-276.1757
1.634,-275.27448
1.636,-275.34332
1.638,-275.3091
1.64,-274.1744
1.642,-270.8112
1.644,-267.0241
1.646,-263.69565
1.648,-261.66647
1.65,-260.77124
1.652,-261.98218
1.654,-264.51486
1.656,-267.16995
1.658,-268.36435
1.66,-268.385
1.662,-267.32874
1.664,-265.669
1.666,-263.5261
1.668,-261.99533
1.67,-261.14493
1.672,-260.66583
1.674,-259.68274
1.676,-258.46112
1.678,-256.9188
1.68,-255.16232
1.682,-253.01813
1.684,-251.26717
1.686,-250.01814
1.688,-249.15851
1.69,-248.048
1.692,-246.95015
1.694,-245.68222
1.696,-244.15532
1.698,-242.04495
1.7,-240.04675
1.702,-238.37715
1.704,-237.15086
1.706,-235.98276
1.708,-235.25374
1.71,-234.73994
1.712,-234.14896
1.714,-232.87381
1.716,-231.32103
1.718,-229.54382
1.72,-227.64482
1.722,-225.36935
1.724,-223.29205
1.726,-221.4177
1.728,-219.63972
1.73,-217.45845
1.732,-215.29128
1.734,-213.16519
1.736,-211.13431
1.738,-208.89479
1.74,-206.99507
1.742,-205.44164
1.744,-204.12985
1.746,-202.51976
1.748,-200.96248
1.75,-199.3611
1.752,-197.62572
1.754,-195.32329
1.756,-192.98262
1.758,-190.7136
1.76,-188.62
1.762,-186.39612
1.764,-184.59995
1.766,-183.22707
1.768,-182.11586
1.77,-180.59662
1.772,-178.93964
1.774,-177.07854
1.776,-175.1114
1.778,-172.88916
1.78,-171.30293
1.782,-170.69499
1.784,-171.10886
1.786,-171.80492
1.788,-172.75911
1.79,-173.46863
1.792,-173.61044
1.794,-172.76556
1.796,-171.8479
1.798,-171.47897
1.8,-172.10948
1.802,-173.33723
1.804,-175.30765
1.806,-177.43808
1.808,-179.11395
1.81,-179.52878
1.812,-179.29008
1.814,-178.9412
1.816,-179.11395
1.818,-179.78319
1.82,-181.53006
1.822,-184.13446
1.824,-187.11903
1.826,-189.52983
1.828,-191.58623
1.83,-193.3692
1.832,-195.12413
1.834,-196.64723
1.836,-198.60524
1.838,-201.1118
1.84,-204.12985
1.842,-207.08894
1.844,-210.39102
1.846,-214.07729
1.848,-218.13878
1.85,-221.99548
1.852,-225.9049
1.854,-229.68413
1.856,-233.14832
1.858,-235.74066
1.86,-237.9938
1.862,-240.19958
1.864,-242.65437
1.866,-245.07623
1.868,-247.95332
1.87,-251.22414
1.872,-254.662
1.874,-257.4864
1.876,-259.9254
1.878,-261.95724
1.88,-263.66772
1.882,-264.7215
1.884,-265.7767
1.886,-267.06396
1.888,-268.67093
1.89,-270.02432
1.892,-271.4481
1.894,-272.85477
1.896,-274.1744
1.898,-274.88425
1.9,-275.5663
1.902,-276.4474
1.904,-277.67664
1.906,-278.7429
1.908,-280.01715
1.91,-281.38077
1.912,-282.67984
1.914,-283.28775
1.916,-283.71674
1.918,-284.1372
1.92,-284.6811
1.922,-284.8718
1.924,-285.13455
1.926,-285.41888
1.928,-285.68173
1.93,-285.4705
1.932,-285.4815
1.934,-286.00146
1.936,-287.1827
1.938,-288.44504
1.94,-290.09183
1.942,-291.89474
1.944,-293.68683
1.946,-294.95905
1.948,-296.4735
1.95,-298.52768
1.952,-301.19162
1.954,-303.67816
1.956,-306.07394
1.958,-307.96747
1.96,-309.1967
1.962,-309.48633
1.964,-310.07013
1.966,-311.69864
1.968,-314.7002
1.97,-318.1857
1.972,-321.83646
1.974,-324.60095
1.976,-325.7072
1.978,-324.5286
1.98,-322.38208
1.982,-320.45566
1.984,-319.70337
1.986,-319.78937
1.988,-320.68002
1.99,-321.21454
1.992,-320.2037
1.994,-316.50015
1.996,-311.08563
1.998,-305.17386
2.0,-300.19098
2.002,-296.62283
2.004,-295.37628
2.006,-296.03094
2.008,-297.6894
2.01,-298.94476
2.012,-299.9502
2.014,-300.77505
2.016,-301.69193
2.018,-302.39856
2.02,-303.3635
2.022,-304.25903
2.024,-304.69385
2.026,-304.18674
2.028,-303.4466
2.03,-302.9578
2.032,-303.19287
2.034,-304.12225
2.036,-306.05493
2.038,-308.4695
2.04,-310.69766
2.042,-311.9148
2.044,-312.55273
2.046,-312.8626
2.048,-313.19925
2.05,-313.0286
2.052,-313.36844
2.054,-314.331
2.056,-315.70084
2.058,-315.73404
2.06,-315.2595
2.062,-314.57056
2.064,-314.1999
2.066,-313.5594
2.068,-313.98026
2.07,-315.5423
2.072,-317.70212
2.074,-318.61514
2.076,-318.07217
2.078,-315.6579
2.08,-311.6983
2.082,-306.5054
2.084,-301.9889
2.086,-298.88605
2.088,-296.68875
2.09,-292.89218
2.092,-285.41666
2.094,-271.75812
2.096,-250.65945
2.098,-222.28343
2.1,-190.03036
2.102,-157.87173
2.104,-129.58243
2.106,-107.00311
2.108,-91.33442
2.11,-81.73212
2.112,-77.04902
2.114,-76.79188
2.116,-84.0019
2.118,-103.55856
2.12,-141.59007
2.122,-202.85397
2.124,-290.11804
2.126,-400.4839
2.128,-525.33417
2.13,-650.879
2.132,-762.50476
2.134,-846.35345
2.136,-893.0681
2.138,-899.3334
2.14,-869.93207
2.142,-814.4354
2.144,-744.97394
2.146,-672.6344
2.148,-606.7464
2.15,-551.9223
2.152,-508.8237
2.154,-474.92285
2.156,-447.89087
2.158,-425.1792
2.16,-405.2578
2.162,-387.11475
2.164,-371.52338
2.166,-358.74683
2.168,-348.72183
2.17,-340.51804
2.172,-334.16818
2.174,-329.18607
2.176,-325.20688
2.178,-321.53592
2.18,-318.61343
2.182,-316.38763
2.184,-314.7002
2.186,-312.90182
2.188,-311.16415
2.19,-309.42862
2.192,-307.69574
2.194,-305.63077
2.196,-303.64432
2.198,-301.9474
2.2,-300.69128
2.202,-299.48236
2.204,-298.60257
2.206,-297.90878
2.208,-297.18906
2.21,-295.63034
2.212,-294.0104
2.214,-292.33533
2.216,-290.68494
2.218,-288.41333
2.22,-287.02643
2.222,-286.40714
2.224,-286.18207
2.226,-285.25034
2.228,-284.5434
2.23,-283.89648
2.232,-283.18015
2.234,-281.80972
2.236,-280.74716
2.238,-280.06805
2.24,-279.67792
2.242,-278.8563
2.244,-278.09396
2.246,-277.22757
2.248,-276.1757
2.25,-274.5451
2.252,-273.20795
2.254,-272.40662
2.256,-272.17316
2.258,-271.83487
2.26,-271.62036
2.262,-271.15164
2.264,-270.17188
2.266,-268.26822
2.268,-266.35452
2.27,-264.89328
2.272,-264.16806
2.274,-263.6949
2.276,-263.66217
2.278,-263.5034
2.28,-262.66708
2.282,-260.47726
2.284,-257.69556
2.286,-254.88564
2.288,-252.66074
2.29,-251.00809
2.292,-250.54216
2.294,-250.95538
2.296,-251.6601
2.298,-251.62982
2.3,-251.04355
2.302,-249.84291
2.304,-248.15787
2.306,-245.77649
2.308,-243.43242
2.31,-241.23299
2.312,-239.15215
2.314,-236.7164
2.316,-234.48665
2.318,-232.59027
2.32,-231.14705
2.322,-229.79794
2.324,-229.04959
2.326,-228.76212
2.328,-228.64546
2.33,-227.93767
2.332,-226.91748
2.334,-225.48404
2.336,-223.64227
2.338,-221.07802
2.34,-218.55199
2.342,-216.3424
2.344,-214.63654
2.346,-213.06136
2.348,-212.12546
2.35,-211.72366
2.352,-211.63463
2.354,-211.15154
2.356,-210.6501
2.358,-210.12126
2.36,-209.63336
2.362,-208.85065
2.364,-208.4973
2.366,-208.75024
2.368,-209.63336
2.37,-210.53215
2.372,-211.75497
2.374,-213.05396
2.376,-214.13623
2.378,-214.26024
2.38,-213.8732
2.382,-213.09212
2.384,-212.13495
2.386,-210.7773
2.388,-209.85667
2.39,-209.62625
2.392,-210.13368
2.394,-210.72876
2.396,-211.70892
2.398,-212.88985
2.4,-214.13623
2.402,-214.92168
2.404,-215.89276
2.406,-217.26555
2.408,-219.1394
2.41,-220.93425
2.412,-222.97876
2.414,-225.0953
2.416,-227.1445
2.418,-228.61613
2.42,-230.23178
2.422,-232.33467
2.424,-235.1496
2.426,-238.1494
2.428,-241.61385
2.43,-245.22928
2.432,-248.65819
2.434,-251.18362
2.436,-253.39096
2.438,-255.61038
2.44,-258.16425
2.442,-260.68515
2.444,-263.64243
2.446,-266.88535
2.448,-270.17188
2.45,-272.782
2.452,-275.217
2.454,-277.64432
2.456,-280.17825
2.458,-282.2343
2.46,-284.17038
2.462,-285.8457
2.464,-287.1827
2.466,-287.7351
2.468,-288.34103
2.47,-289.4241
2.472,-291.18524
2.474,-292.90417
2.476,-294.6713
2.478,-296.0337
2.48,-296.68875
2.482,-296.13004
2.484,-295.38333
2.486,-295.21002
2.488,-296.18842
2.49,-297.87045
2.492,-300.43063
2.494,-303.25305
2.496,-305.69446
2.498,-306.8528
2.5,-307.43054
2.502,-308.01324
2.504,-309.1967
2.506,-310.7325
2.508,-313.00458
2.51,-315.5355
2.512,-317.70212
2.514,-318.54684
2.516,-318.64893
2.518,-318.49567
2.52,-318.70276
2.522,-319.1647
2.524,-320.58328
2.526,-322.7571
2.528,-325.20688
2.53,-326.86777
2.532,-328.08096
2.534,-328.94055
2.536,-329.70975
2.538,-330.1077
2.54,-330.99347
2.542,-332.5319
2.544,-334.71292
2.546,-336.8445
2.548,-339.4126
2.55,-342.28934
2.552,-345.2196
2.554,-347.2616
2.556,-348.6996
2.558,-349.35553
2.56,-349.22217
2.562,-347.93872
2.564,-346.56882
2.566,-345.59326
2.568,-345.2196
2.57,-344.66647
2.572,-344.02713
2.574,-342.6043
2.576,-339.71613
2.578,-334.42062
2.58,-327.59982
2.582,-320.12134
2.584,-313.19925
2.586,-307.5017
2.588,-304.63657
2.59,-304.99832
2.592,-308.19608
2.594,-312.63177
2.596,-317.64157
2.598,-322.07532
2.6,-325.20688
2.602,-326.43976
2.604,-326.81937
2.606,-327.05692
2.608,-327.70847
2.61,-328.6149
2.612,-329.99487
2.614,-331.23157
2.616,-331.71103
2.618,-330.8822
2.62,-329.5434
2.622,-328.29587
2.624,-327.70847
2.626,-327.57355
2.628,-328.36658
2.63,-329.6151
2.632,-330.7104
2.634,-330.22702
2.636,-329.3855
2.638,-328.9951
2.64,-329.70975
2.642,-330.20352
2.644,-331.17038
2.646,-332.12976
2.648,-332.71167
2.65,-331.86017
2.652,-331.03497
2.654,-330.9338
2.656,-331.71103
2.658,-331.88815
2.66,-331.0907
2.662,-328.39346
2.664,-323.70593
2.666,-317.35944
2.668,-311.6864
2.67,-307.83414
2.672,-305.19415
2.674,-300.4246
2.676,-290.1939
2.678,-271.09222
2.68,-242.15405
2.682,-205.37584
2.684,-167.07408
2.686,-133.95966
2.688,-111.070656
2.69,-99.31795
2.692,-97.20571
2.694,-100.76516
2.696,-107.068115
2.698,-116.30204
2.7,-134.47957
2.702,-170.06458
2.704,-231.14705
2.706,-321.00793
2.708,-437.17566
2.71,-569.1243
2.712,-700.9459
2.714,-814.72314
2.716,-896.6355
2.718,-938.38196
2.72,-939.0974
2.722,-904.1115
2.724,-844.4682
2.726,-772.1487
2.728,-697.94403
2.73,-629.1425
2.732,-570.6401
2.734,-523.45624
2.736,-486.30936
2.738,-456.3377
2.74,-431.9021
2.742,-411.3609
2.744,-393.7505
2.746,-378.07303
2.748,-364.7015
2.75,-353.37393
2.752,-343.71866
2.754,-334.90717
2.756,-327.4514
2.758,-321.50113
2.76,-317.20178
2.762,-314.02023
2.764,-312.11743
2.766,-310.9033
2.768,-309.69702
2.77,-307.64633
2.772,-305.1111
2.774,-302.5901
2.776,-300.69128
2.778,-299.39346
2.78,-298.98724
2.782,-299.1049
2.784,-299.19034
2.786,-298.34332
2.788,-296.9423
2.79,-295.256
2.792,-293.68683
2.794,-291.82846
2.796,-290.80847
2.798,-290.27737
2.8,-289.6843
